StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,EduTech,StressLevel,FinalGrade
19,94,1,0,1,1,1,23,3,5,0,58,1,2,2
19,94,1,0,1,1,1,23,2,3,1,83,1,2,0
24,63,0,1,1,1,0,26,3,8,1,81,1,2,2
24,63,0,1,1,1,0,27,2,19,1,95,1,2,0
24,63,0,1,1,1,0,29,1,4,1,58,1,2,0
24,63,0,1,0,1,0,26,3,8,1,81,1,2,2
24,63,0,1,0,1,0,27,2,19,1,95,1,2,0
24,63,0,1,0,1,0,29,1,4,1,58,1,2,0
24,63,1,0,0,1,0,26,3,8,1,81,1,2,2
24,63,1,0,0,1,0,27,2,19,1,95,1,2,0
24,63,1,0,0,1,0,29,1,4,1,58,1,2,0
24,63,0,0,0,0,0,26,3,8,1,81,1,2,2
24,63,0,0,0,0,0,27,2,19,1,95,1,2,0
24,63,0,0,0,0,0,29,1,4,1,58,1,2,0
24,63,1,1,2,1,0,26,3,8,1,81,1,2,2
24,63,1,1,2,1,0,27,2,19,1,95,1,2,0
24,63,1,1,2,1,0,29,1,4,1,58,1,2,0
24,63,1,0,1,0,0,26,3,8,1,81,1,2,2
24,63,1,0,1,0,0,27,2,19,1,95,1,2,0
24,63,1,0,1,0,0,29,1,4,1,58,1,2,0
23,87,2,1,2,1,1,26,1,4,0,67,1,1,0
23,87,2,0,1,1,1,26,1,4,0,67,1,1,0
23,87,2,0,1,1,1,26,1,4,0,67,1,1,0
23,87,1,1,1,1,1,26,1,4,0,67,1,1,0
23,87,1,0,2,1,1,26,1,4,0,67,1,1,0
23,87,0,0,1,1,1,26,1,4,0,67,1,1,0
23,87,2,0,1,1,1,26,1,4,0,67,1,1,0
23,87,0,0,1,1,1,26,1,4,0,67,1,1,0
23,87,0,0,1,1,1,26,1,4,0,67,1,1,0
23,87,2,1,1,1,1,26,1,4,0,67,1,1,0
23,87,0,0,1,1,1,26,1,4,0,67,1,1,0
23,87,1,0,2,1,1,26,1,4,0,67,1,1,0
20,67,1,1,1,1,1,29,1,5,1,85,1,0,2
20,67,1,1,1,1,1,24,0,9,0,83,0,2,0
20,67,1,1,1,1,1,26,1,5,1,59,1,2,2
20,67,0,0,1,1,1,29,1,5,1,85,1,0,2
20,67,0,0,1,1,1,24,0,9,0,83,0,2,0
20,67,0,0,1,1,1,26,1,5,1,59,1,2,2
20,67,0,1,1,1,1,29,1,5,1,85,1,0,2
20,67,0,1,1,1,1,24,0,9,0,83,0,2,0
20,67,0,1,1,1,1,26,1,5,1,59,1,2,2
20,67,2,0,2,1,1,29,1,5,1,85,1,0,2
20,67,2,0,2,1,1,24,0,9,0,83,0,2,0
20,67,2,0,2,1,1,26,1,5,1,59,1,2,2
20,67,1,0,0,0,1,29,1,5,1,85,1,0,2
20,67,1,0,0,0,1,24,0,9,0,83,0,2,0
20,67,1,0,0,0,1,26,1,5,1,59,1,2,2
15,74,2,1,0,1,0,29,1,0,1,88,1,1,2
15,74,2,1,0,1,0,19,0,13,1,67,1,2,3
15,74,0,0,0,1,0,29,1,0,1,88,1,1,2
15,74,0,0,0,1,0,19,0,13,1,67,1,2,3
11,62,2,1,1,1,1,23,3,20,0,72,1,2,3
11,62,2,1,1,1,1,20,1,15,0,69,1,1,0
11,62,2,1,1,1,1,22,0,10,0,82,1,2,3
11,62,2,1,1,1,1,24,2,19,1,69,1,1,1
11,62,2,1,1,1,1,24,2,20,1,79,1,2,1
11,62,2,1,1,1,1,23,2,5,0,76,1,2,0
11,62,2,1,1,1,1,23,3,20,0,72,1,2,3
11,62,2,1,1,1,1,20,1,15,0,69,1,1,0
11,62,2,1,1,1,1,22,0,10,0,82,1,2,3
11,62,2,1,1,1,1,24,2,19,1,69,1,1,1
11,62,2,1,1,1,1,24,2,20,1,79,1,2,1
11,62,2,1,1,1,1,23,2,5,0,76,1,2,0
11,62,1,1,2,1,1,23,3,20,0,72,1,2,3
11,62,1,1,2,1,1,20,1,15,0,69,1,1,0
11,62,1,1,2,1,1,22,0,10,0,82,1,2,3
11,62,1,1,2,1,1,24,2,19,1,69,1,1,1
11,62,1,1,2,1,1,24,2,20,1,79,1,2,1
11,62,1,1,2,1,1,23,2,5,0,76,1,2,0
17,71,1,1,1,1,1,23,0,10,1,68,0,0,2
17,71,1,1,0,1,1,23,0,10,1,68,0,0,2
17,71,1,1,1,1,1,23,0,10,1,68,0,0,2
17,71,0,1,0,1,1,23,0,10,1,68,0,0,2
17,71,1,1,0,1,1,23,0,10,1,68,0,0,2
17,71,1,1,1,1,1,23,0,10,1,68,0,0,2
25,91,1,0,0,1,1,28,1,8,1,62,1,2,2
25,91,1,0,0,1,1,26,1,16,0,54,1,2,2
25,91,1,0,0,1,1,27,3,10,1,71,0,0,3
25,91,1,0,0,1,1,20,0,17,1,73,1,2,3
25,91,1,0,2,1,1,28,1,8,1,62,1,2,2
25,91,1,0,2,1,1,26,1,16,0,54,1,2,2
25,91,1,0,2,1,1,27,3,10,1,71,0,0,3
25,91,1,0,2,1,1,20,0,17,1,73,1,2,3
25,91,1,0,1,1,1,28,1,8,1,62,1,2,2
25,91,1,0,1,1,1,26,1,16,0,54,1,2,2
25,91,1,0,1,1,1,27,3,10,1,71,0,0,3
25,91,1,0,1,1,1,20,0,17,1,73,1,2,3
25,91,2,0,1,1,1,28,1,8,1,62,1,2,2
25,91,2,0,1,1,1,26,1,16,0,54,1,2,2
25,91,2,0,1,1,1,27,3,10,1,71,0,0,3
25,91,2,0,1,1,1,20,0,17,1,73,1,2,3
21,95,1,0,2,1,1,26,2,2,1,72,1,2,0
21,95,1,0,2,1,1,22,1,20,1,58,0,2,2
21,95,1,0,2,1,1,24,3,11,1,88,1,2,0
21,95,1,0,2,1,1,20,1,15,0,99,1,1,1
21,95,1,0,2,1,1,18,3,10,1,88,1,1,1
21,95,0,0,0,1,1,26,2,2,1,72,1,2,0
21,95,0,0,0,1,1,22,1,20,1,58,0,2,2
21,95,0,0,0,1,1,24,3,11,1,88,1,2,0
21,95,0,0,0,1,1,20,1,15,0,99,1,1,1
21,95,0,0,0,1,1,18,3,10,1,88,1,1,1
21,95,1,0,1,1,1,26,2,2,1,72,1,2,0
21,95,1,0,1,1,1,22,1,20,1,58,0,2,2
21,95,1,0,1,1,1,24,3,11,1,88,1,2,0
21,95,1,0,1,1,1,20,1,15,0,99,1,1,1
21,95,1,0,1,1,1,18,3,10,1,88,1,1,1
21,95,1,1,2,1,1,26,2,2,1,72,1,2,0
21,95,1,1,2,1,1,22,1,20,1,58,0,2,2
21,95,1,1,2,1,1,24,3,11,1,88,1,2,0
21,95,1,1,2,1,1,20,1,15,0,99,1,1,1
21,95,1,1,2,1,1,18,3,10,1,88,1,1,1
21,95,2,0,1,1,1,26,2,2,1,72,1,2,0
21,95,2,0,1,1,1,22,1,20,1,58,0,2,2
21,95,2,0,1,1,1,24,3,11,1,88,1,2,0
21,95,2,0,1,1,1,20,1,15,0,99,1,1,1
21,95,2,0,1,1,1,18,3,10,1,88,1,1,1
21,95,0,0,0,1,1,26,2,2,1,72,1,2,0
21,95,0,0,0,1,1,22,1,20,1,58,0,2,2
21,95,0,0,0,1,1,24,3,11,1,88,1,2,0
21,95,0,0,0,1,1,20,1,15,0,99,1,1,1
21,95,0,0,0,1,1,18,3,10,1,88,1,1,1
21,95,1,0,1,1,1,26,2,2,1,72,1,2,0
21,95,1,0,1,1,1,22,1,20,1,58,0,2,2
21,95,1,0,1,1,1,24,3,11,1,88,1,2,0
21,95,1,0,1,1,1,20,1,15,0,99,1,1,1
21,95,1,0,1,1,1,18,3,10,1,88,1,1,1
21,95,0,0,0,1,1,26,2,2,1,72,1,2,0
21,95,0,0,0,1,1,22,1,20,1,58,0,2,2
21,95,0,0,0,1,1,24,3,11,1,88,1,2,0
21,95,0,0,0,1,1,20,1,15,0,99,1,1,1
21,95,0,0,0,1,1,18,3,10,1,88,1,1,1
21,95,2,1,0,0,1,26,2,2,1,72,1,2,0
21,95,2,1,0,0,1,22,1,20,1,58,0,2,2
21,95,2,1,0,0,1,24,3,11,1,88,1,2,0
21,95,2,1,0,0,1,20,1,15,0,99,1,1,1
21,95,2,1,0,0,1,18,3,10,1,88,1,1,1
21,95,2,1,1,0,1,26,2,2,1,72,1,2,0
21,95,2,1,1,0,1,22,1,20,1,58,0,2,2
21,95,2,1,1,0,1,24,3,11,1,88,1,2,0
21,95,2,1,1,0,1,20,1,15,0,99,1,1,1
21,95,2,1,1,0,1,18,3,10,1,88,1,1,1
21,95,1,1,1,1,1,26,2,2,1,72,1,2,0
21,95,1,1,1,1,1,22,1,20,1,58,0,2,2
21,95,1,1,1,1,1,24,3,11,1,88,1,2,0
21,95,1,1,1,1,1,20,1,15,0,99,1,1,1
21,95,1,1,1,1,1,18,3,10,1,88,1,1,1
21,95,1,0,2,1,1,26,2,2,1,72,1,2,0
21,95,1,0,2,1,1,22,1,20,1,58,0,2,2
21,95,1,0,2,1,1,24,3,11,1,88,1,2,0
21,95,1,0,2,1,1,20,1,15,0,99,1,1,1
21,95,1,0,2,1,1,18,3,10,1,88,1,1,1
13,69,0,1,0,1,0,23,1,16,1,56,0,1,2
13,69,0,1,0,1,0,18,0,7,0,74,0,2,1
13,69,0,1,0,1,0,23,3,12,1,96,1,1,2
13,69,0,1,0,1,0,28,0,12,1,58,0,2,3
13,69,0,1,0,1,0,23,1,16,1,56,0,1,2
13,69,0,1,0,1,0,18,0,7,0,74,0,2,1
13,69,0,1,0,1,0,23,3,12,1,96,1,1,2
13,69,0,1,0,1,0,28,0,12,1,58,0,2,3
13,69,1,1,0,1,0,23,1,16,1,56,0,1,2
13,69,1,1,0,1,0,18,0,7,0,74,0,2,1
13,69,1,1,0,1,0,23,3,12,1,96,1,1,2
13,69,1,1,0,1,0,28,0,12,1,58,0,2,3
13,69,0,1,2,0,0,23,1,16,1,56,0,1,2
13,69,0,1,2,0,0,18,0,7,0,74,0,2,1
13,69,0,1,2,0,0,23,3,12,1,96,1,1,2
13,69,0,1,2,0,0,28,0,12,1,58,0,2,3
21,79,2,1,0,1,1,19,3,9,1,59,0,2,1
21,79,2,1,0,1,1,23,1,10,1,85,1,2,2
21,79,2,1,0,1,1,26,1,1,1,75,1,2,1
21,79,1,0,0,1,1,19,3,9,1,59,0,2,1
21,79,1,0,0,1,1,23,1,10,1,85,1,2,2
21,79,1,0,0,1,1,26,1,1,1,75,1,2,1
21,79,0,1,1,1,1,19,3,9,1,59,0,2,1
21,79,0,1,1,1,1,23,1,10,1,85,1,2,2
21,79,0,1,1,1,1,26,1,1,1,75,1,2,1
21,79,1,1,0,1,1,19,3,9,1,59,0,2,1
21,79,1,1,0,1,1,23,1,10,1,85,1,2,2
21,79,1,1,0,1,1,26,1,1,1,75,1,2,1
21,79,1,1,2,1,1,19,3,9,1,59,0,2,1
21,79,1,1,2,1,1,23,1,10,1,85,1,2,2
21,79,1,1,2,1,1,26,1,1,1,75,1,2,1
21,79,2,1,1,1,1,19,3,9,1,59,0,2,1
21,79,2,1,1,1,1,23,1,10,1,85,1,2,2
21,79,2,1,1,1,1,26,1,1,1,75,1,2,1
21,79,0,1,0,1,1,19,3,9,1,59,0,2,1
21,79,0,1,0,1,1,23,1,10,1,85,1,2,2
21,79,0,1,0,1,1,26,1,1,1,75,1,2,1
21,79,0,1,0,1,1,19,3,9,1,59,0,2,1
21,79,0,1,0,1,1,23,1,10,1,85,1,2,2
21,79,0,1,0,1,1,26,1,1,1,75,1,2,1
21,79,1,1,1,1,1,19,3,9,1,59,0,2,1
21,79,1,1,1,1,1,23,1,10,1,85,1,2,2
21,79,1,1,1,1,1,26,1,1,1,75,1,2,1
21,79,0,1,2,1,1,19,3,9,1,59,0,2,1
21,79,0,1,2,1,1,23,1,10,1,85,1,2,2
21,79,0,1,2,1,1,26,1,1,1,75,1,2,1
21,79,1,1,0,1,1,19,3,9,1,59,0,2,1
21,79,1,1,0,1,1,23,1,10,1,85,1,2,2
21,79,1,1,0,1,1,26,1,1,1,75,1,2,1
21,79,1,1,2,1,1,19,3,9,1,59,0,2,1
21,79,1,1,2,1,1,23,1,10,1,85,1,2,2
21,79,1,1,2,1,1,26,1,1,1,75,1,2,1
21,91,2,1,1,1,1,26,0,10,0,83,0,2,0
21,91,2,1,1,1,1,26,0,10,0,83,0,2,0
21,91,1,1,2,1,1,26,0,10,0,83,0,2,0
20,81,1,1,2,0,1,19,0,2,1,73,0,0,2
20,81,1,1,2,0,1,22,2,12,1,83,1,2,1
20,81,1,1,0,1,1,19,0,2,1,73,0,0,2
20,81,1,1,0,1,1,22,2,12,1,83,1,2,1
20,81,1,1,1,1,1,19,0,2,1,73,0,0,2
20,81,1,1,1,1,1,22,2,12,1,83,1,2,1
20,81,2,1,0,0,1,19,0,2,1,73,0,0,2
20,81,2,1,0,0,1,22,2,12,1,83,1,2,1
20,81,2,1,1,1,1,19,0,2,1,73,0,0,2
20,81,2,1,1,1,1,22,2,12,1,83,1,2,1
20,81,1,0,1,1,1,19,0,2,1,73,0,0,2
20,81,1,0,1,1,1,22,2,12,1,83,1,2,1
13,87,0,1,1,1,0,28,3,11,0,88,1,0,2
13,87,1,0,0,1,0,28,3,11,0,88,1,0,2
13,87,0,1,2,1,0,28,3,11,0,88,1,0,2
22,94,1,1,2,1,0,28,3,13,1,83,0,2,2
22,94,1,1,2,1,0,23,3,11,1,98,1,0,0
22,94,1,1,1,1,0,28,3,13,1,83,0,2,2
22,94,1,1,1,1,0,23,3,11,1,98,1,0,0
22,94,0,0,2,1,0,28,3,13,1,83,0,2,2
22,94,0,0,2,1,0,23,3,11,1,98,1,0,0
23,60,1,1,1,1,1,27,2,12,1,92,0,1,2
23,60,1,1,1,1,1,19,2,16,0,93,1,2,2
23,60,1,1,1,1,1,29,3,15,0,63,1,1,2
12,90,0,1,1,0,1,24,1,7,0,88,0,2,0
12,90,0,1,1,0,1,18,1,0,0,62,0,2,1
12,90,0,1,1,0,1,20,0,5,1,67,1,1,1
12,90,2,0,0,1,1,24,1,7,0,88,0,2,0
12,90,2,0,0,1,1,18,1,0,0,62,0,2,1
12,90,2,0,0,1,1,20,0,5,1,67,1,1,1
12,90,2,1,0,0,1,24,1,7,0,88,0,2,0
12,90,2,1,0,0,1,18,1,0,0,62,0,2,1
12,90,2,1,0,0,1,20,0,5,1,67,1,1,1
12,90,2,1,1,1,1,24,1,7,0,88,0,2,0
12,90,2,1,1,1,1,18,1,0,0,62,0,2,1
12,90,2,1,1,1,1,20,0,5,1,67,1,1,1
12,90,0,1,0,1,1,24,1,7,0,88,0,2,0
12,90,0,1,0,1,1,18,1,0,0,62,0,2,1
12,90,0,1,0,1,1,20,0,5,1,67,1,1,1
12,90,0,1,1,1,1,24,1,7,0,88,0,2,0
12,90,0,1,1,1,1,18,1,0,0,62,0,2,1
12,90,0,1,1,1,1,20,0,5,1,67,1,1,1
14,82,1,0,1,1,1,19,3,1,1,60,1,2,3
14,82,1,0,1,1,1,27,2,4,1,70,1,2,1
14,82,1,0,1,1,1,20,0,3,0,63,1,1,3
14,82,1,0,0,1,1,19,3,1,1,60,1,2,3
14,82,1,0,0,1,1,27,2,4,1,70,1,2,1
14,82,1,0,0,1,1,20,0,3,0,63,1,1,3
14,82,1,1,1,1,1,19,3,1,1,60,1,2,3
14,82,1,1,1,1,1,27,2,4,1,70,1,2,1
14,82,1,1,1,1,1,20,0,3,0,63,1,1,3
14,82,1,1,1,1,1,19,3,1,1,60,1,2,3
14,82,1,1,1,1,1,27,2,4,1,70,1,2,1
14,82,1,1,1,1,1,20,0,3,0,63,1,1,3
14,82,0,1,2,1,1,19,3,1,1,60,1,2,3
14,82,0,1,2,1,1,27,2,4,1,70,1,2,1
14,82,0,1,2,1,1,20,0,3,0,63,1,1,3
14,82,2,0,0,1,1,19,3,1,1,60,1,2,3
14,82,2,0,0,1,1,27,2,4,1,70,1,2,1
14,82,2,0,0,1,1,20,0,3,0,63,1,1,3
23,81,1,1,1,1,1,20,1,3,1,59,1,2,2
23,81,1,1,1,1,1,19,2,5,1,90,1,2,3
23,81,1,1,1,1,1,27,0,6,1,79,1,2,2
23,81,0,0,1,1,1,20,1,3,1,59,1,2,2
23,81,0,0,1,1,1,19,2,5,1,90,1,2,3
23,81,0,0,1,1,1,27,0,6,1,79,1,2,2
23,81,1,0,0,1,1,20,1,3,1,59,1,2,2
23,81,1,0,0,1,1,19,2,5,1,90,1,2,3
23,81,1,0,0,1,1,27,0,6,1,79,1,2,2
23,81,1,0,0,1,1,20,1,3,1,59,1,2,2
23,81,1,0,0,1,1,19,2,5,1,90,1,2,3
23,81,1,0,0,1,1,27,0,6,1,79,1,2,2
23,81,1,0,1,1,1,20,1,3,1,59,1,2,2
23,81,1,0,1,1,1,19,2,5,1,90,1,2,3
23,81,1,0,1,1,1,27,0,6,1,79,1,2,2
23,81,1,0,2,1,1,20,1,3,1,59,1,2,2
23,81,1,0,2,1,1,19,2,5,1,90,1,2,3
23,81,1,0,2,1,1,27,0,6,1,79,1,2,2
23,81,2,0,0,1,1,20,1,3,1,59,1,2,2
23,81,2,0,0,1,1,19,2,5,1,90,1,2,3
23,81,2,0,0,1,1,27,0,6,1,79,1,2,2
23,74,2,1,0,1,1,22,2,4,1,61,1,2,1
23,74,2,1,0,1,1,28,2,14,1,72,0,2,2
23,74,2,1,0,1,1,26,3,1,1,65,1,2,2
23,74,0,0,0,1,1,22,2,4,1,61,1,2,1
23,74,0,0,0,1,1,28,2,14,1,72,0,2,2
23,74,0,0,0,1,1,26,3,1,1,65,1,2,2
23,74,0,0,0,1,1,22,2,4,1,61,1,2,1
23,74,0,0,0,1,1,28,2,14,1,72,0,2,2
23,74,0,0,0,1,1,26,3,1,1,65,1,2,2
23,74,1,0,1,1,1,22,2,4,1,61,1,2,1
23,74,1,0,1,1,1,28,2,14,1,72,0,2,2
23,74,1,0,1,1,1,26,3,1,1,65,1,2,2
23,74,2,1,1,1,1,22,2,4,1,61,1,2,1
23,74,2,1,1,1,1,28,2,14,1,72,0,2,2
23,74,2,1,1,1,1,26,3,1,1,65,1,2,2
23,74,2,1,0,0,1,22,2,4,1,61,1,2,1
23,74,2,1,0,0,1,28,2,14,1,72,0,2,2
23,74,2,1,0,0,1,26,3,1,1,65,1,2,2
23,74,1,1,1,0,1,22,2,4,1,61,1,2,1
23,74,1,1,1,0,1,28,2,14,1,72,0,2,2
23,74,1,1,1,0,1,26,3,1,1,65,1,2,2
43,86,1,1,1,1,0,27,3,2,1,56,0,0,2
23,77,2,1,0,1,0,23,3,10,0,55,0,2,2
23,77,2,1,0,1,0,22,3,0,0,90,0,2,1
23,77,2,1,0,1,0,29,0,16,0,52,1,1,0
23,77,2,1,0,1,0,22,2,19,1,59,1,1,3
23,77,2,1,1,1,0,23,3,10,0,55,0,2,2
23,77,2,1,1,1,0,22,3,0,0,90,0,2,1
23,77,2,1,1,1,0,29,0,16,0,52,1,1,0
23,77,2,1,1,1,0,22,2,19,1,59,1,1,3
23,77,1,1,1,1,0,23,3,10,0,55,0,2,2
23,77,1,1,1,1,0,22,3,0,0,90,0,2,1
23,77,1,1,1,1,0,29,0,16,0,52,1,1,0
23,77,1,1,1,1,0,22,2,19,1,59,1,1,3
27,89,2,1,1,1,1,27,3,19,0,51,1,2,2
27,89,2,1,1,1,1,18,0,17,1,77,0,0,1
27,89,2,1,1,1,1,25,2,20,1,98,1,0,0
27,89,1,0,1,1,1,27,3,19,0,51,1,2,2
27,89,1,0,1,1,1,18,0,17,1,77,0,0,1
27,89,1,0,1,1,1,25,2,20,1,98,1,0,0
26,94,2,0,2,1,1,29,2,13,1,100,0,2,0
26,94,2,0,2,1,1,21,1,20,0,72,0,2,1
26,94,1,1,0,1,1,29,2,13,1,100,0,2,0
26,94,1,1,0,1,1,21,1,20,0,72,0,2,1
26,94,0,1,0,1,1,29,2,13,1,100,0,2,0
26,94,0,1,0,1,1,21,1,20,0,72,0,2,1
26,94,0,1,0,1,1,29,2,13,1,100,0,2,0
26,94,0,1,0,1,1,21,1,20,0,72,0,2,1
24,66,0,0,0,1,0,22,2,3,0,56,0,0,1
18,78,1,1,1,0,1,24,2,15,1,76,0,2,1
18,78,1,1,0,1,1,24,2,15,1,76,0,2,1
18,78,2,1,0,1,1,24,2,15,1,76,0,2,1
18,78,2,1,2,1,1,24,2,15,1,76,0,2,1
18,78,1,0,1,1,1,24,2,15,1,76,0,2,1
18,78,2,0,2,1,1,24,2,15,1,76,0,2,1
18,78,0,1,2,1,1,24,2,15,1,76,0,2,1
18,78,1,0,0,0,1,24,2,15,1,76,0,2,1
25,76,1,1,2,1,0,22,2,20,1,98,0,1,2
25,76,1,1,2,1,0,22,2,20,1,56,0,2,1
25,76,2,1,1,1,0,22,2,20,1,98,0,1,2
25,76,2,1,1,1,0,22,2,20,1,56,0,2,1
25,76,2,0,2,1,0,22,2,20,1,98,0,1,2
25,76,2,0,2,1,0,22,2,20,1,56,0,2,1
25,76,2,1,1,1,0,22,2,20,1,98,0,1,2
25,76,2,1,1,1,0,22,2,20,1,56,0,2,1
25,76,0,1,1,1,0,22,2,20,1,98,0,1,2
25,76,0,1,1,1,0,22,2,20,1,56,0,2,1
15,87,2,1,1,1,1,29,0,6,0,59,1,1,2
15,87,2,1,1,1,1,18,2,10,0,95,1,2,0
15,87,2,1,1,1,1,24,2,11,1,52,1,2,0
15,87,1,0,1,1,1,29,0,6,0,59,1,1,2
15,87,1,0,1,1,1,18,2,10,0,95,1,2,0
15,87,1,0,1,1,1,24,2,11,1,52,1,2,0
15,87,0,1,2,1,1,29,0,6,0,59,1,1,2
15,87,0,1,2,1,1,18,2,10,0,95,1,2,0
15,87,0,1,2,1,1,24,2,11,1,52,1,2,0
15,87,1,1,1,1,1,29,0,6,0,59,1,1,2
15,87,1,1,1,1,1,18,2,10,0,95,1,2,0
15,87,1,1,1,1,1,24,2,11,1,52,1,2,0
15,87,1,0,1,1,1,29,0,6,0,59,1,1,2
15,87,1,0,1,1,1,18,2,10,0,95,1,2,0
15,87,1,0,1,1,1,24,2,11,1,52,1,2,0
19,70,0,0,2,1,1,26,3,8,1,56,1,2,1
19,70,0,0,2,1,1,23,0,6,0,53,1,0,0
19,70,1,0,0,0,1,26,3,8,1,56,1,2,1
19,70,1,0,0,0,1,23,0,6,0,53,1,0,0
19,70,0,1,0,1,1,26,3,8,1,56,1,2,1
19,70,0,1,0,1,1,23,0,6,0,53,1,0,0
19,70,1,1,0,1,1,26,3,8,1,56,1,2,1
19,70,1,1,0,1,1,23,0,6,0,53,1,0,0
19,70,0,0,1,1,1,26,3,8,1,56,1,2,1
19,70,0,0,1,1,1,23,0,6,0,53,1,0,0
19,70,1,0,1,1,1,26,3,8,1,56,1,2,1
19,70,1,0,1,1,1,23,0,6,0,53,1,0,0
19,70,2,1,1,1,1,26,3,8,1,56,1,2,1
19,70,2,1,1,1,1,23,0,6,0,53,1,0,0
20,95,1,1,0,0,0,26,1,1,1,71,1,0,2
20,95,0,1,0,0,0,26,1,1,1,71,1,0,2
20,95,1,1,0,0,0,26,1,1,1,71,1,0,2
20,95,1,1,0,1,0,26,1,1,1,71,1,0,2
20,95,1,0,1,1,0,26,1,1,1,71,1,0,2
20,95,1,1,1,1,0,26,1,1,1,71,1,0,2
20,95,1,0,2,1,0,26,1,1,1,71,1,0,2
20,95,0,0,2,1,0,26,1,1,1,71,1,0,2
10,64,2,0,2,1,0,19,3,17,0,61,0,2,2
10,64,2,0,2,1,0,19,1,9,1,62,1,0,2
10,64,2,0,2,1,0,23,2,13,1,67,0,1,2
10,64,2,0,2,1,0,23,0,1,1,62,0,2,3
10,64,0,0,0,1,0,19,3,17,0,61,0,2,2
10,64,0,0,0,1,0,19,1,9,1,62,1,0,2
10,64,0,0,0,1,0,23,2,13,1,67,0,1,2
10,64,0,0,0,1,0,23,0,1,1,62,0,2,3
17,69,1,1,1,1,0,29,1,2,0,78,1,2,0
17,69,1,0,1,1,0,29,1,2,0,78,1,2,0
27,98,2,1,0,1,0,28,3,4,0,73,1,1,3
27,98,2,1,0,1,0,19,3,1,0,90,1,1,1
27,98,1,1,0,0,0,28,3,4,0,73,1,1,3
27,98,1,1,0,0,0,19,3,1,0,90,1,1,1
27,98,2,0,1,1,0,28,3,4,0,73,1,1,3
27,98,2,0,1,1,0,19,3,1,0,90,1,1,1
27,98,2,0,1,1,0,28,3,4,0,73,1,1,3
27,98,2,0,1,1,0,19,3,1,0,90,1,1,1
20,98,0,0,0,1,0,27,3,7,1,88,0,2,1
20,98,1,1,2,0,0,27,3,7,1,88,0,2,1
20,98,0,1,0,1,0,27,3,7,1,88,0,2,1
20,98,1,1,0,0,0,27,3,7,1,88,0,2,1
20,98,2,1,1,0,0,27,3,7,1,88,0,2,1
20,98,1,0,1,1,0,27,3,7,1,88,0,2,1
20,98,2,0,1,1,0,27,3,7,1,88,0,2,1
20,98,2,1,1,1,0,27,3,7,1,88,0,2,1
14,64,1,1,1,1,1,21,2,12,0,53,1,2,2
14,64,2,0,0,1,1,21,2,12,0,53,1,2,2
16,61,1,0,0,1,1,25,3,7,1,77,1,1,2
16,61,1,0,0,1,1,25,1,15,0,84,1,2,3
16,61,1,0,0,1,1,25,0,18,0,91,0,0,1
16,61,0,0,2,1,1,25,3,7,1,77,1,1,2
16,61,0,0,2,1,1,25,1,15,0,84,1,2,3
16,61,0,0,2,1,1,25,0,18,0,91,0,0,1
16,61,0,1,1,1,1,25,3,7,1,77,1,1,2
16,61,0,1,1,1,1,25,1,15,0,84,1,2,3
16,61,0,1,1,1,1,25,0,18,0,91,0,0,1
16,61,2,0,1,1,1,25,3,7,1,77,1,1,2
16,61,2,0,1,1,1,25,1,15,0,84,1,2,3
16,61,2,0,1,1,1,25,0,18,0,91,0,0,1
16,61,2,1,1,1,1,25,3,7,1,77,1,1,2
16,61,2,1,1,1,1,25,1,15,0,84,1,2,3
16,61,2,1,1,1,1,25,0,18,0,91,0,0,1
16,61,2,0,2,1,1,25,3,7,1,77,1,1,2
16,61,2,0,2,1,1,25,1,15,0,84,1,2,3
16,61,2,0,2,1,1,25,0,18,0,91,0,0,1
16,61,1,1,0,1,1,25,3,7,1,77,1,1,2
16,61,1,1,0,1,1,25,1,15,0,84,1,2,3
16,61,1,1,0,1,1,25,0,18,0,91,0,0,1
16,61,2,1,2,1,1,25,3,7,1,77,1,1,2
16,61,2,1,2,1,1,25,1,15,0,84,1,2,3
16,61,2,1,2,1,1,25,0,18,0,91,0,0,1
24,66,0,1,2,1,1,19,1,11,1,69,1,1,2
24,66,0,1,2,1,1,21,3,10,1,69,1,2,2
24,66,2,0,1,1,1,19,1,11,1,69,1,1,2
24,66,2,0,1,1,1,21,3,10,1,69,1,2,2
24,66,2,0,1,1,1,19,1,11,1,69,1,1,2
24,66,2,0,1,1,1,21,3,10,1,69,1,2,2
24,66,1,1,0,1,1,19,1,11,1,69,1,1,2
24,66,1,1,0,1,1,21,3,10,1,69,1,2,2
24,66,1,0,1,0,1,19,1,11,1,69,1,1,2
24,66,1,0,1,0,1,21,3,10,1,69,1,2,2
16,100,0,1,2,1,1,18,3,15,0,80,1,2,1
16,100,0,1,2,1,1,20,2,15,0,78,0,0,1
16,100,2,1,1,1,1,18,3,15,0,80,1,2,1
16,100,2,1,1,1,1,20,2,15,0,78,0,0,1
16,100,2,1,2,1,1,18,3,15,0,80,1,2,1
16,100,2,1,2,1,1,20,2,15,0,78,0,0,1
21,67,1,0,0,1,0,27,0,0,0,73,1,0,0
21,67,1,0,0,1,0,26,1,5,1,99,1,2,2
21,67,1,0,0,1,0,19,3,6,0,72,0,2,0
21,67,2,0,1,1,0,27,0,0,0,73,1,0,0
